id,timestamp,open,close,low,high,volume,wave_signal,dif,flat,green,ema5,ema10,condition1,condition2,tmp_wave,tmp_orphans,condition3,condition4
1,2023-12-07 00:05:00+00,43736.88,43763.13,43733.48,43800.0,19.794445,0,26.25,False,True,43763.13,43763.13,0,False,False,0,0,False
2,2023-12-07 00:10:00+00,43763.13,43748.92,43710.64,43766.92,31.167757,0,-14.209999999999127,False,False,43754.604,43755.3145,0,True,False,1,0,False
3,2023-12-07 00:15:00+00,43749.15,43788.98,43743.69,43801.31,16.877894,0,39.830000000001746,False,True,43770.88736842105,43768.84780730897,1,False,True,0,1,False
4,2023-12-07 00:20:00+00,43788.99,43835.8,43786.32,43838.77,14.933919,1,46.81000000000495,False,True,43797.85107692308,43790.90557178218,1,True,True,0,1,False
5,2023-12-07 00:25:00+00,43833.76,43845.08,43807.96,43853.28,28.152956,1,11.319999999999709,False,True,43815.98161137441,43806.45757671418,1,True,True,0,1,False
6,2023-12-07 00:30:00+00,43845.07,43863.95,43842.73,43867.54,19.96753,1,18.87999999999738,False,True,43833.50990977444,43821.390344934356,1,True,True,0,1,False
7,2023-12-07 00:35:00+00,43866.34,43853.95,43847.46,43887.56,27.429543,1,-12.389999999999418,False,False,43840.74683341428,43829.23591385238,1,True,True,0,0,False
8,2023-12-07 00:40:00+00,43853.96,43890.0,43848.94,43890.0,17.340656,1,36.04000000000087,False,True,43857.831159397305,43843.060036289666,1,True,True,0,1,False
9,2023-12-07 00:45:00+00,43890.0,43868.16,43857.97,43903.6,22.090589,1,-21.839999999996508,False,False,43861.36605706537,43848.5209100382,1,True,True,0,0,False
10,2023-12-07 00:50:00+00,43868.16,43881.35,43863.07,43914.3,15.237373,1,13.189999999995052,False,True,43868.144927358895,43855.41686277571,1,True,True,0,0,False
11,2023-12-07 00:55:00+00,43880.18,43825.35,43812.2,43900.19,15.172667,1,-54.830000000001746,False,False,43853.71310498632,43849.2745786048,1,False,False,0,0,False
12,2023-12-07 01:00:00+00,43829.23,43881.63,43826.26,43886.15,14.091317,0,52.39999999999418,False,True,43863.09101546426,43855.739132582574,1,False,True,0,1,False
13,2023-12-07 01:05:00+00,43880.31,43901.85,43855.7,43917.52,25.02746,1,21.540000000000873,False,True,43876.077404041665,43864.78927799461,1,True,True,0,1,False
14,2023-12-07 01:10:00+00,43904.38,43922.58,43895.45,43929.0,14.943383,1,18.200000000004366,False,True,43891.631549891594,43875.970242822186,1,True,True,0,1,False
15,2023-12-07 01:15:00+00,43922.59,43909.71,43884.4,43930.98,15.039133,1,-12.87999999999738,False,False,43897.67149309391,43882.422781364054,1,True,True,0,0,False
16,2023-12-07 01:20:00+00,43911.27,43922.28,43885.17,43924.2,15.496657,1,11.010000000002037,False,True,43905.88683608654,43889.974070102515,1,True,True,0,1,False
17,2023-12-07 01:25:00+00,43919.99,43908.23,43904.15,43929.76,37.480301,1,-11.759999999994761,False,False,43906.668684268385,43893.40658564205,1,True,True,0,0,False
18,2023-12-07 01:30:00+00,43908.22,43917.87,43887.2,43934.64,24.662642,1,9.650000000001455,False,True,43910.40498430705,43897.977885231594,1,True,True,0,1,False
19,2023-12-07 01:35:00+00,43918.73,43913.11,43839.1,43921.27,21.843502,1,-5.620000000002619,True,True,43911.307063126136,43900.79132059355,1,True,True,0,0,False
20,2023-12-07 01:40:00+00,43913.11,43903.55,43896.87,43920.54,12.554549,1,-9.559999999997672,False,False,43908.72059759312,43901.302129804644,1,False,False,0,0,False
21,2023-12-07 01:45:00+00,43901.31,43883.69,43847.4,43933.87,34.323591,0,-17.619999999995343,False,False,43900.37539196708,43898.051866478076,1,False,False,1,0,False
22,2023-12-07 01:50:00+00,43883.69,43912.68,43880.03,43913.81,9.784088,0,28.989999999997963,False,True,43904.47747625108,43900.744096407754,1,False,True,0,1,False
23,2023-12-07 01:55:00+00,43912.68,43934.99,43911.98,43959.07,15.539544,1,22.30999999999767,False,True,43914.64922385213,43907.03287040494,1,True,True,0,1,False
24,2023-12-07 02:00:00+00,43934.99,43947.62,43909.2,43952.26,19.121054,1,12.630000000004657,False,True,43925.64013546332,43914.4725979251,1,True,True,0,1,False
25,2023-12-07 02:05:00+00,43942.72,43940.51,43924.59,43959.12,12.611787,1,-2.209999999999127,True,True,43930.59695327608,43919.23824780223,1,True,True,0,1,False
26,2023-12-07 02:10:00+00,43938.05,43941.51,43927.23,43950.5,19.327765,1,3.459999999999127,True,True,43934.2347315599,43923.30972960999,1,True,True,0,1,False
27,2023-12-07 02:15:00+00,43936.41,43953.52,43914.34,43957.45,18.851791,1,17.109999999993306,False,True,43940.66326752159,43928.826977950106,1,True,True,0,1,False
28,2023-12-07 02:20:00+00,43950.86,43948.19,43932.44,43959.34,13.736318,1,-2.6699999999982538,True,True,43943.17220778754,43932.36035026134,1,True,True,0,1,False
29,2023-12-07 02:25:00+00,43950.06,43959.2,43938.02,43959.33,23.165879,1,9.139999999999418,False,True,43948.51484698524,43937.25481941773,1,True,True,0,1,False
30,2023-12-07 02:30:00+00,43956.3,43973.77,43946.97,43978.66,21.412244,1,17.469999999993888,False,True,43956.9332752264,43943.91011136618,1,True,True,0,1,False
31,2023-12-07 02:35:00+00,43974.07,43976.57,43964.16,43996.7,16.864764,1,2.5,True,True,43963.478872908214,43949.86009955634,1,True,True,0,1,False
32,2023-12-07 02:40:00+00,43976.57,43979.16,43931.52,43983.52,23.750988,1,2.5900000000037835,True,True,43968.70592738753,43955.19603188362,1,True,True,0,1,False
33,2023-12-07 02:45:00+00,43977.84,43941.94,43908.3,43979.18,22.620868,1,-35.89999999999418,False,False,43959.7839378053,43952.78263302443,1,True,False,0,0,True
34,2023-12-07 02:50:00+00,43943.23,43936.56,43929.45,43964.17,12.398813,0,-6.67000000000553,True,True,43952.04261722888,43949.82984879252,1,False,False,0,0,False
35,2023-12-07 02:55:00+00,43936.55,43982.79,43932.65,43982.79,11.396554,0,46.23999999999796,False,True,43962.29175185796,43955.82794621541,1,False,False,0,0,False
36,2023-12-07 03:00:00+00,43982.82,43965.07,43958.37,43991.76,20.838969,0,-17.75,False,False,43963.21783499598,43957.50954513863,1,True,False,1,0,False
37,2023-12-07 03:05:00+00,43965.07,43952.83,43946.59,43982.58,13.663437,0,-12.239999999997963,False,False,43959.75522227377,43956.658211124224,1,False,False,0,0,False
38,2023-12-07 03:10:00+00,43952.46,43940.81,43935.0,43962.76,22.770292,0,-11.650000000001455,False,False,43953.4401468975,43953.77531174737,0,False,False,1,0,False
39,2023-12-07 03:15:00+00,43939.24,43972.83,43936.9,43975.96,16.273178,0,33.59000000000378,False,True,43959.903432141786,43957.2411839458,1,False,True,0,1,False
40,2023-12-07 03:20:00+00,43972.82,43992.36,43970.15,44003.22,17.036826,1,19.540000000000873,False,True,43970.72228907295,43963.628509217335,1,True,True,0,1,False
41,2023-12-07 03:25:00+00,43992.68,43940.17,43935.73,43996.03,13.27737,1,-52.51000000000204,False,False,43960.538192101296,43959.36218574499,1,True,False,0,0,True
42,2023-12-07 03:30:00+00,43942.7,43946.71,43926.14,43963.82,13.480417,0,4.010000000002037,True,True,43955.92879454893,43957.061285310796,0,False,False,0,0,False
43,2023-12-07 03:35:00+00,43946.7,43966.27,43946.7,43966.6,19.043722,0,19.56999999999971,False,True,43959.37586312498,43958.735896613594,1,False,False,1,0,False
44,2023-12-07 03:40:00+00,43966.31,43949.38,43946.9,43979.19,11.129724,0,-16.93000000000029,False,False,43956.043908690466,43957.03457551395,0,True,False,1,0,True
45,2023-12-07 03:45:00+00,43949.37,43941.46,43941.46,43968.28,10.828372,0,-7.9100000000034925,False,False,43951.18260573575,43954.202495395926,0,False,False,1,0,True
46,2023-12-07 03:50:00+00,43938.1,43935.39,43914.47,43941.93,16.091676,0,-2.709999999999127,True,True,43945.918403782045,43950.78170655381,0,False,False,1,0,False
47,2023-12-07 03:55:00+00,43932.82,43936.13,43931.85,43948.11,11.817695,0,3.3099999999976717,True,True,43942.65560250409,43948.117546356436,0,False,False,1,0,False
