	oferta_od	pokaz_oferty_z_numerem_vin	ma_numer_rejestracyjny	marka_pojazdu	model_pojazdu	wersja	rok_produkcji	przebieg	pojemnosc_skokowa	rodzaj_paliwa	moc	skrzynia_biegow	naped	spalanie_poza_miastem	spalanie_w_miescie	typ_nadwozia	emisja_co2	liczba_drzwi	liczba_miejsc	kolor	rodzaj_koloru	kraj_pochodzenia	data_pierwszej_rejestracji_w_historii_pojazdu	numer_rejestracyjny_pojazdu	zarejestrowany_w_polsce	bezwypadkowy	serwisowany_w_aso	stan	oblicz	url	cena	description	wyposazenie	dealer	loc	tytul
0	Prywatne	Tak	Tak	Volkswagen	Beetle	1.4 TSI Sport	2012.0	123358.0	13903.0	Benzyna	160.0	Manualna	Na przednie kola	5.0 l/100km	8 l/100km	Coupe	153 g/km	2.0	4.0	Brazowy	Perlowy	Niemcy	12 grudzien 2012	BS5439C	Tak	Tak	Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-123000km-sportline-jak-nowy-zarejestrowany-ID6FTsm7.html	42900.0	VW  BEETLE  SPORTLINEMODEL 2013AUTO JUZ ZAREJESTROWANE W POLSCE przeglad i OC wazne do 10.2024rok produkcji  2012 GRUDZIEN pojemnosc  1,4 TSI  160 KM benzynamanualna skrzynia 6 cio biegowareflektory BI XENON swiatla LED do jazdy dziennejczujnik deszczufotochromatyczne lusterko wstecznedwustrefowa klimatyzacja CLIMATRONICkubelkowe podgrzewane foteleczarna podsufitkamuzyka i telefon przez BLUETOOTHdotykowa stacja multimedialna SD USB HDD DVD + 8 glosnikowzmieniarka na 6 plyt CDskorzana kierownicakomputer pokladowy z Polskim  menutempomatelektrycznie regulowane i   podgrzewane   lusterkaelektryczne szyby podswietlenie wnetrza  AMBIENT8 poduszek powietrznych (kurtyny powietrzne)ABS,ASR,ESP-kontrola trakcji ze stabilizacja toru jazdy  HILL HOLD asystent podjazdu pod wzniesienieczujniki parkowania PARCTRONIC z wizualizacja przod i tyl halogeny z funkcja doswietlania zakretow             aluminiowe felgi 17 calowekompletna dokumentacja  serwisowa i komplet kluczykowAUTO PO DUUUZYM SERWISIE-nowy kompletny rozrzad-nowy akumulator-wymieniony olej +filtry-wymienione swiece-klimatyzacja po serwisie-opony UNIROYAL w stanie idealnymSPROWADZONY Z NIEMIECDRUGI WLASCICIEL OD NOWOSCIOPLACONY,GOTOWY DO REJESTRACJIKOSZT ZAREJESTROWANIA 161 ZLOC NA 30 DNI W CENIE AUTAORYGINALNY PRZEBIEG  123000 kmBEZWYPADKOWYWYSTAWIAM FAKTURE VAT MARZAOGLADAJACYCH Z OLX ZAPRASZAM PO WIECEJ ZDJEC NA OTOMOTO	['Interfejs Bluetooth', 'Radio', 'Zestaw glosnomowiacy', 'Gniazdo USB', 'Ekran dotykowy', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica sportowa', 'Zmiana biegow w kierownicy', 'Dzwignia zmiany biegow wykonczona skora', 'Elektryczne szyby przednie', 'Tempomat', 'Lampy bi-ksenonowe', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Czujnik zmierzchu', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Swiatla do jazdy dziennej diodowe LED', 'Lampy przeciwmgielne', 'Lampy przeciwmgielne w technologii LED', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Blokada mechanizmu roznicowego', 'Felgi aluminiowe 17', 'Opony letnie', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Boczna poduszka powietrzna kierowcy', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Karol', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2020']	Suwalki, Podlaskie	Volkswagen Beetle 1.4 TSI Sport
1	Prywatne	Tak	unknown	Volkswagen	Beetle	1.2 TSI Design	2012.0	177000.0	11973.0	Benzyna	105.0	Manualna	unknown	unknown	6,70 l/100km	Auta male	unknown	2.0	4.0	Czarny	unknown	Niemcy	unknown	unknown	unknown	Tak	unknown	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-vw-beetle-1-2-tsi-design-ID6FFfi7.html	34500.0	VW Garbus w bardzo dobrym stanie. Technicznie jak i mechanicznie sprawnie. Ponizej kilka wyroznien jesli chodzi o wyposazenie/samochod:- Bezwypadkowy- Wazny Przeglad- Ksiazka Serwisowa od poczatku uzupelniona- Tempomat- Czujki Parkowania Przod i Tyl- Oryginalne VW Alufelgi juz na oponach Zimowych.Mozliwosc sprawdzenia Samochodu na Stacji Diagnostycznej.Udostepniam Miernik grubosci Lakieru jak i Raport VIN.Zapraszam na jazde probna.Mozliwy Transport pod adres Kupujacego.	['Radio', 'Gniazdo USB', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Podlokietniki - przod', 'Podlokietniki - tyl', 'Kierownica skorzana', 'Podgrzewana przednia szyba', 'Elektryczne szyby przednie', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Swiatla do jazdy dziennej', 'Felgi aluminiowe 16']	['Damian', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2022']	Lebork, leborski, Pomorskie	Volkswagen Beetle 1.2 TSI Design
2	Prywatne	Tak	Tak	Volkswagen	Beetle	1.4 TSI Sport	2013.0	99000.0	13903.0	Benzyna	160.0	Manualna	Na przednie kola	5.0 l/100km	8 l/100km	Coupe	153 g/km	2.0	-1.0	Bialy	unknown	unknown	28 marzec 2013	unknown	unknown	unknown	unknown	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-volkswagen-beetle-1-4-tsi-sport-160-km-ID6FRt31.html	40999.0	WitamDo sprzedania Volkswagen Beetle 1.4 TSI Sport 160 KM, z dosc dynamicznym i ekonomicznym silnikiem. Samochod garazowany w ciaglej eksploatacji . Samochod bardzo zadbany eksploatowany byl przez kobiete.Wyposazenie bogate wersja Sport, , tapicerka samochodowa welurowa, multifunkcyjna kierownica  obszyta skora , czujniki parkowania z przodu i z tylu , szyby bez ramkowe Silnik , skrzynia biegow , zawieszenie w bardzo dobrym stanie. Samochod posiada aluminiowe felgi oraz opony na zime .Przeglad wykonany sierpniu Ubezpieczenie aktualneWiecej informacji udziele telefonicznie	['Radio', 'Klimatyzacja automatyczna', 'Tapicerka materialowa', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica wielofunkcyjna', 'Zmiana biegow w kierownicy', 'Dzwignia zmiany biegow wykonczona skora', 'Elektryczne szyby przednie', 'Tempomat', 'Lampy bi-ksenonowe', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Spryskiwacze reflektorow', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Swiatla do jazdy dziennej diodowe LED', 'Lampy przeciwmgielne', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Blokada mechanizmu roznicowego', 'Felgi aluminiowe 18', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Boczna poduszka powietrzna kierowcy', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Grzegorz', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2019']	Wroclaw, Krzyki	Volkswagen Beetle 1.4 TSI Sport
3	Prywatne	Tak	Tak	Volkswagen	Beetle	The Cabriolet 1.4 TSI DSG 50s	2013.0	229000.0	13903.0	Benzyna	160.0	Automatyczna	Na przednie kola	5.5 l/100km	8 l/100km	Kabriolet	148 g/km	2.0	4.0	Czarny	Metalik	Niemcy	23 sierpien 2013	Beetle	unknown	unknown	Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-cabriolet-50s-1-4-tsi-160km-dsg-xenon-navi-skora-europa-ID6FWdtc.html	37800.0	Volkswagen Beetle Cabriolet Wersja 50s inspirowana latami 50-tymi.Silnik 1.4 tsi 160KM z automatyczna skrzynia DSGAuto z rynku niemieckiego, wersja europejska.Przebieg 229000 - oryginalny, wpisuje na fakturze.Wyposazenie samochodu bardzo bogate.Wyposazenie sprawne - klimatyzacja, elektrycznie skladany dach itd.Silnik, skrzynia pracuja prawidlowo.Wizualnie:drzwi kierowcy, blotnik tylny, nadkole i prog do poprawek lakierniczych.Peknieta lampa tylnaDo auta kompletna dokumentacja + dwa kluczeW razie pytan zachecam do kontaktu telefonicznego.	['Interfejs Bluetooth', 'Radio', 'Zestaw glosnomowiacy', 'Gniazdo USB', 'System nawigacji satelitarnej', 'Ekran dotykowy', 'Klimatyzacja automatyczna, dwustrefowa', 'Dach materialowy', 'Tapicerka skorzana', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica sportowa', 'Kierownica ze sterowaniem radia', 'Kierownica wielofunkcyjna', 'Dzwignia zmiany biegow wykonczona skora', 'Keyless Go', 'Czujnik deszczu', 'Elektryczne szyby przednie', 'Elektryczne szyby tylne', 'Dach otwierany elektrycznie', 'Tempomat', 'Lampy bi-ksenonowe', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Czujnik zmierzchu', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Swiatla do jazdy dziennej diodowe LED', 'Lampy przeciwmgielne', 'Lampy tylne w technologii LED', 'Oswietlenie drogi do domu', 'Oswietlenie wnetrza LED', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'ABS', 'ESP', 'System wspomagania hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)', 'System zabezpieczajacy podczas dachowania']	['Piotr', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2021']	Nowa Sol, nowosolski, Lubuskie	Volkswagen Beetle The Cabriolet 1.4 TSI DSG 50s
4	Prywatne	Tak	Tak	Volkswagen	Beetle	The 2.0 TSI DSG Sport	2011.0	166642.0	19843.0	Benzyna	200.0	Automatyczna	unknown	unknown	10,10 l/100km	Coupe	unknown	3.0	4.0	Czarny	Metalik	unknown	unknown	PO5WL52	Tak	unknown	unknown	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-ID6FGcTP.html	43200.0	Witam,  sprzedam VW Beetle z 2011 roku. samochod w bardzo dobrym stanie, w bogatej wersji wyposazenia. Zadbany. Zapraszam do kontaktu- chetnie udziele wiecej informacji. Do obejrzenia w Poznaniu.	[]	['Dawid', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2014']	Poznan, Jezyce	Volkswagen Beetle The 2.0 TSI DSG Sport
5	Firma	Tak	unknown	Volkswagen	Beetle	unknown	2012.0	250000.0	15983.0	Diesel	105.0	Manualna	Na przednie kola	unknown	unknown	Kompakt	unknown	3.0	-1.0	Czarny	unknown	unknown	unknown	unknown	unknown	unknown	unknown	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-skra-navi-ID6FX0aY.html	36800.0	Auto sprowadzone czysty zadbany bezwypadkowy bogato wyposazony skora Navi czarna podsufitowce Super stan Polecam	['Radio', 'Gniazdo USB', 'System nawigacji satelitarnej', 'System naglosnienia', 'Klimatyzacja automatyczna', 'Tapicerka skorzana', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Podlokietniki - tyl', 'Kierownica skorzana', 'Kierownica sportowa', 'Kierownica wielofunkcyjna', 'Czujnik deszczu', 'Elektryczne szyby przednie', 'Przyciemniane tylne szyby', 'Tempomat', 'Kontrola trakcji', 'Wspomaganie kierownicy', 'Felgi aluminiowe 18', 'ABS', 'ESP', 'System wspomagania hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Poduszka kolan pasazera', 'Kurtyny powietrzne - przod']	['KOMIS AUTO-MIX', 'Sprzedajacy profesjonalny', 'Sprzedajacy na OTOMOTO od 2006']	Nowe Dobra 99D ; DK 91, 146km - 86-200 Chelmno, chelminski, Kujawsko-pomorskie (Polska)	Volkswagen Beetle
6	Prywatne	Tak	Tak	Volkswagen	Beetle	The 1.2 TSI Blue Motion Technologie	2012.0	120000.0	11973.0	Benzyna	105.0	Manualna	Na przednie kola	unknown	8 l/100km	Kompakt	unknown	3.0	4.0	Bialy	Metalik	Niemcy	unknown	unknown	Tak	Tak	Tak	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-nawigacja-klimatronic-czujniki-parkow-tempomat-zadbany-bezwypadkowy-ID6FXczK.html	40900.0	Samochod w bardzo dobrym stanie technicznym oraz wizualnymWnetrze czysciutkie, zadbane,Silnik pracuje perfekcyjnie, swiezo po wymianie oleju oraz filtrow, olej z gornej polki MOTULZarejestrowany, wazne OC, oraz Przeglad TechnicznyTelWyswietl numer, TychyWyposazenie:6-cio stopniowa manualna skrzynia biegowABS, ESP, ASRAir- Bagi - Kurtyny powietrzne- Poduszka powietrzna kierowcy- Poduszka powietrzna pasazera- Poduszki boczneNawigacja GPSCzujniki parkowania przod, tylKLIMATRONIC Klimatyzacja automatyczna dwustronnaTempomatElektryczne szyby Elektryczne lusterka podgrzewaneKierownica pokryta skoraKierownica wielofunkcyjnaRadio CD sterowane przy kierownicyBluetoothKomputer pokladowyRegulacja wysokosci fotela kierowcy i pasazeraISOFIXYWspomaganie kierownicyHalogeny przodKola AluFelgi 18 cali	['Android Auto', 'Interfejs Bluetooth', 'Radio', 'Zestaw glosnomowiacy', 'Gniazdo USB', 'System nawigacji satelitarnej', 'System naglosnienia', 'Ekran dotykowy', 'Dostep do internetu', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica ze sterowaniem radia', 'Kierownica wielofunkcyjna', 'Dzwignia zmiany biegow wykonczona skora', 'Czujnik deszczu', 'Elektryczne szyby przednie', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Ogranicznik predkosci', 'Asystent hamowania - Brake Assist', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'System rozpoznawania znakow drogowych', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'Wspomaganie kierownicy', 'Filtr czastek stalych', 'Felgi aluminiowe 18', 'Opony letnie', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'System wspomagania hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Boczne poduszki powietrzne - przod', 'Kurtyny powietrzne - tyl', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Agnieszka', 'Osoba prywatna', 'Sprzedajacy na OTOMOTO od 2023']	Tychy, Slaskie	Volkswagen Beetle The 1.2 TSI Blue Motion Technologie
7	Firma	Tak	unknown	Volkswagen	Beetle	1.4 TSI Sport	2012.0	151336.0	13903.0	Benzyna	160.0	Manualna	Na przednie kola	5.0 l/100km	8 l/100km	Coupe	153 g/km	2.0	4.0	Czarny	Metalik	unknown	07 czerwiec 2012	unknown	unknown	Tak	unknown	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-klimatronik-alufelgi-17-gwarancja-6-m-ID6FXbdC.html	39900.0	GWARANCJA NA 6 miesiecy W CENIE SAMOCHODU - o szczegoly pytaj Sprzedawce.CENA ZAWIERA WSZYSTKIE KOSZTY DO MOMENTU REJESTRACJI W KRAJU.KUPUJACY ZWOLNIONY Z OPLATY SKARBOWEJ.MOZLIWE TABLICE I UBEZPIECZENIE.BEZ KOROZJI - SAMOCHOD NIE EKSPLOATOWANY W WARUNKACH ZIMOWYCH.GWARANTOWANY PRZEBIEG.KOMPLET KLUCZYKOW.KSIAZKA SERWISOWA.Stan techniczny jest BARDZO DOBRY.WNETRZE ZADBANE, CZYSTE.Kupujac samochod w Firmie Auto Baks otrzymujecie Panstwo komplet dokumentow wymaganych do rejestracji auta czyli:-Oryginalne dokumenty samochodu-Tlumaczenia-Oplacona Akcyze-FAKTURE VAT MARZA.-Ubezpieczenie OC (+60 zl na 30 dni).Istnieje mozliwosc sprawdzenia samochodu na stacji diagnostycznej lub w ASO.*** NAJTANSZY KREDYT NA RYNKU - skorzystaj z zakupu na RATY ! ****** ZADZWON I ZAPYTAJ O KREDYT***Cena zawiera wszystkie koszty do momentu rejestracji w kraju (+260 zl)Zapraszamy !Powyzsza oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 SS1 Kodeksu Cywilnego.	['Interfejs Bluetooth', 'Radio', 'Ekran dotykowy', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka materialowa', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica ze sterowaniem radia', 'Kierownica wielofunkcyjna', 'Zmiana biegow w kierownicy', 'Dzwignia zmiany biegow wykonczona skora', 'Elektryczne szyby przednie', 'Przyciemniane tylne szyby', 'Wycieraczki', 'Tempomat', 'Kontrola odleglosci z przodu (przy parkowaniu)', 'Kontrola odleglosci z tylu (przy parkowaniu)', 'Lusterka boczne ustawiane elektrycznie', 'Podgrzewane lusterka boczne', 'Kontrola trakcji', 'Wspomaganie ruszania pod gore- Hill Holder', 'Lampy doswietlajace zakret', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Blokada mechanizmu roznicowego', 'Felgi aluminiowe 17', 'ABS', 'ESP', 'Elektroniczny system rozdzialu sily hamowania', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Boczna poduszka powietrzna kierowcy', 'Boczne poduszki powietrzne - przod', 'Isofix (punkty mocowania fotelika dzieciecego)']	['Auto Baks Sprzedaz Samochodow Uzywanych Z GWARANCJA', 'Sprzedajacy profesjonalny', 'Bardzo sprawnie odpowiada', 'Sprzedajacy na OTOMOTO od 2008']	ROZANSKIEGO 29-35 - 32-085 Modlniczka, krakowski, Malopolskie (Polska)	Volkswagen Beetle 1.4 TSI Sport
8	Firma	Tak	unknown	Volkswagen	Beetle	unknown	2015.0	92000.0	17983.0	Benzyna	180.0	Automatyczna	Na przednie kola	unknown	unknown	Coupe	unknown	3.0	5.0	Czerwony	Perlowy	unknown	unknown	unknown	unknown	unknown	unknown	Uzywane	VIN	https://www.otomoto.pl/osobowe/oferta/volkswagen-beetle-r-line-1-8-tsi-dsg-super-stan-mod-2015-ID6FX9WG.html	49900.0	Betle 1.8 tsi z dsg BETLE 1.8 TSI 180 KM Z DSG R-LINE DYNAMICZNY I OSZCZEDNY SILNIK SZYBKA I NIEZAWODNA SKRZYNIA DSG AUTKO W PERFEKCYJNYM STANIE TECHNICZNYM I WIZUALNYM OBLEDNY LAKIER W KOMPLECIE Z CZANYMI ALUFELGAMI PREZENTUJE SIE NIESAMOWICIE WNETRZE JAK NOWE NOWE OPONYNOWY OLEJ I FILTRY NOWE HAMULCE PRZOD BEZ WKADU FINANSOWEGOmozliwosc dokupienia gwarancji technicznej z asistance do:24 miesiecy gwarancji car gwarant.pl, ktora obejmuje usterki techniczne (zwiazane z gwarancja) wynikle po nabyciu pojazdu min: silnik, skrzynia biegow, zawieszenie, mechanizmy roznicowe, paski rozrzadu waly pedne, obudowy - skrzyni biegow, silnikow, mostow itd. ( szczegoly u sprzedawcy)auto w rozliczeniu zamiany!kupujacy zwolnipony z oplaty skarbowej 2%pewne autaTELWyswietl numer- Dodatkowe informacje: liczba poduszek powietrznych: 10, liczba miejsc: 5, tapicerka: skoraNumer oferty: AKL17T9MQ	['Interfejs Bluetooth', 'Radio', 'Gniazdo USB', 'Klimatyzacja automatyczna, dwustrefowa', 'Tapicerka skorzana', 'Podgrzewany fotel kierowcy', 'Podgrzewany fotel pasazera', 'Sportowe fotele - przod', 'Podlokietniki - przod', 'Kierownica skorzana', 'Kierownica sportowa', 'Kierownica ze sterowaniem radia', 'Kierownica wielofunkcyjna', 'Elektryczne szyby przednie', 'Elektryczne szyby tylne', 'Przyciemniane tylne szyby', 'Tempomat', 'Lusterka boczne ustawiane elektrycznie', 'Lane assist - kontrola zmiany pasa ruchu', 'Swiatla do jazdy dziennej', 'Lampy przeciwmgielne', 'Elektroniczna kontrola cisnienia w oponach', 'Wspomaganie kierownicy', 'Felgi aluminiowe 18', 'Zawieszenie komfortowe', 'Zawieszenie sportowe', 'ABS', 'ESP', 'Asystent pasa ruchu', 'Poduszka powietrzna kierowcy', 'Poduszka powietrzna pasazera', 'Kurtyny powietrzne - przod', 'Poduszki powietrzne czolowe - tyl', 'Boczne poduszki powietrzne - przod', 'Kurtyny powietrzne - tyl', 'Boczne poduszki powietrzne - tyl', 'Poduszka powietrzna pasow bezpieczenstwa', 'Isofix (punkty mocowania fotelika dzieciecego)']	['LASPALMAS.OTOMOTO.PL', 'Sprzedajacy profesjonalny', 'Bardzo sprawnie odpowiada', 'Sprzedajacy na OTOMOTO od 2019']	Asnyka, Gdow, Polska - 32-420 Gdow, wielicki, Malopolskie (Polska)	Volkswagen Beetle
